Date,Open,High,Low,Close,Volume,Adj Close
9/24/15,128.25,129.220001,127.75,128.830002,3705600,128.830002
9/25/15,130.029999,130.580002,129,129.639999,3487200,129.639999
9/28/15,128.589996,129.259995,128.399994,128.619995,4412400,128.619995
9/29/15,128.440002,128.960007,127.669998,128.809998,4071500,128.809998
9/30/15,129.860001,130.399994,128.669998,130.399994,4726900,130.399994
10/1/15,130.550003,131.399994,129.279999,129.880005,3962200,129.880005
10/2/15,128.5,129.940002,127.459999,129.830002,5183800,129.830002
10/5/15,130.5,132.440002,130.380005,132.380005,3885400,132.380005
10/6/15,132.289993,132.410004,130.940002,131.190002,4804800,131.190002
10/7/15,132.050003,133.320007,131.759995,132.679993,3423400,132.679993
10/8/15,132.279999,134,132.240005,133.75,2734300,133.75
10/9/15,133.720001,134.380005,132.179993,133.029999,3202100,133.029999
10/12/15,133.399994,134.050003,132.860001,133.399994,1973600,133.399994
10/13/15,133,133.270004,131.910004,132.190002,2802400,132.190002
10/14/15,132,132.449997,131.050003,131.179993,3125100,131.179993
10/15/15,131.979996,133.830002,131.550003,133.800003,3273300,133.800003
10/16/15,134.729996,135,132.960007,133.809998,3061800,133.809998
10/19/15,133.5,133.889999,133.110001,133.619995,2158800,133.619995
10/20/15,133.270004,134.399994,133.100006,134.160004,2112700,134.160004
10/21/15,134.710007,135.410004,133.110001,133.220001,2396800,133.220001
10/22/15,133.600006,137.699997,133.600006,137.289993,4898300,137.289993
10/23/15,138,138,136.759995,137.779999,3172900,137.779999
10/26/15,137.860001,137.940002,136.639999,137,2173300,137
10/27/15,136.399994,136.669998,135.070007,135.630005,2278300,135.630005
10/28/15,135.800003,138.410004,135.479996,138.160004,3244800,138.160004
10/29/15,138.100006,138.5,137.229996,137.889999,2089100,137.889999
10/30/15,137.559998,137.869995,136.020004,136.020004,4228200,136.020004
11/2/15,136.770004,138.619995,136.330002,138.399994,3259300,138.399994
11/3/15,138.300003,138.479996,137.710007,137.940002,2617800,137.940002
11/4/15,138,138.080002,137.059998,137.429993,2606300,137.429993
11/5/15,137.479996,138.029999,136.320007,136.570007,2461500,136.570007
11/6/15,136.440002,137.190002,135.139999,136.330002,3732200,136.330002
11/9/15,136,136.190002,133.399994,134,4884600,134
11/10/15,134,134.729996,133.639999,134.729996,2932500,134.729996
11/11/15,134.940002,135.199997,134.119995,134.960007,2056700,134.960007
11/12/15,134.460007,134.630005,132.770004,132.779999,3789800,132.779999
11/13/15,132.610001,133.570007,131.740005,131.960007,3589400,131.960007
11/16/15,131.820007,133.309998,131.470001,133.300003,2965600,133.300003
11/17/15,133.850006,133.929993,132.679993,133.089996,2882800,133.089996
11/18/15,133.470001,136.380005,133.270004,136.220001,3773000,136.220001
11/19/15,136.190002,136.869995,135.830002,136.630005,2755700,136.630005
11/20/15,137.339996,137.419998,135.960007,136.630005,2921300,136.630005
11/23/15,136.289993,136.779999,135.839996,135.990005,2469500,135.990005
11/24/15,135.089996,135.880005,134.119995,135.539993,2759500,135.539993
11/25/15,135.479996,136,134.839996,135.130005,2137400,135.130005
11/27/15,135.300003,135.580002,134.449997,134.630005,1243000,134.630005
11/30/15,134.820007,135.089996,133.820007,134.089996,5087800,134.089996
12/1/15,134.860001,136.570007,134.360001,136.429993,3796900,136.429993
12/2/15,136.5,136.740005,135.100006,135.270004,3710800,135.270004
12/3/15,135.330002,135.539993,132.289993,132.660004,4378300,132.660004
12/4/15,133.089996,136.520004,133,136.479996,5520200,136.479996
12/7/15,136.199997,136.449997,134.679993,135.600006,2794900,135.600006
12/8/15,134.899994,134.990005,133.169998,133.360001,4055600,133.360001
12/9/15,133.179993,134.149994,131.199997,131.710007,4062900,131.710007
