Source 	 Sink 	 Weight
 ADS 	 TGNA 	 1.094908
 ADS 	 TGT 	 1.228026
 ADS 	 TIF 	 1.121531
 ADS 	 TJX 	 1.162872
 ADS 	 TMK 	 1.222148
 ADS 	 TMO 	 1.05051
 ADS 	 TRIP 	 1.180506
 ADS 	 TROW 	 1.094383
 ADS 	 TRV 	 1.152348
 ADS 	 TSCO 	 1.213375
 ADS 	 TSN 	 1.357145
 ADS 	 TSO 	 1.201003
 ADS 	 TSS 	 1.083547
 ADS 	 TWX 	 1.192062
 ADS 	 TXN 	 1.10438
 ADS 	 TXT 	 1.140949
 ADS 	 UAA 	 1.371092
 ADS 	 UAL 	 1.134945
 ADS 	 UDR 	 1.268512
 ADS 	 UHS 	 1.229161
 ADS 	 ULTA 	 1.218419
 ADS 	 UNH 	 1.177166
 ADS 	 UNM 	 1.11007
 ADS 	 UNP 	 1.280548
 ADS 	 UPS 	 1.155022
 ADS 	 URI 	 0.9904345
 ADS 	 USB 	 1.063007
 ADS 	 UTX 	 1.126256
 ADS 	 V 	 1.335622
 ADS 	 VAR 	 1.130018
 ADS 	 VFC 	 1.173918
 ADS 	 VIAB 	 1.198691
 ADS 	 VLO 	 1.173945
 ADS 	 VMC 	 1.142953
 ADS 	 VNO 	 1.159311
 ADS 	 VRSK 	 1.171138
 ADS 	 VRSN 	 1.193023
 ADS 	 VRTX 	 1.199289
 ADS 	 VTR 	 1.319278
 ADS 	 VZ 	 1.180073
 ADS 	 WAT 	 1.110471
 ADS 	 WBA 	 1.226612
 ADS 	 WDC 	 1.186118
 ADS 	 WEC 	 1.352516
 ADS 	 WFC 	 1.071225
 ADS 	 WFM 	 1.266177
 ADS 	 WHR 	 1.133222
 ADS 	 WM 	 1.208413
 ADS 	 WMB 	 1.216989
 ADS 	 WMT 	 1.266387
 ADS 	 WU 	 1.106465
 ADS 	 WY 	 1.136137
 ADS 	 WYN 	 1.06822
 ADS 	 WYNN 	 1.23269
 ADS 	 XEC 	 1.240033
 ADS 	 XEL 	 1.361985
 ADS 	 XL 	 1.198433
 ADS 	 XLNX 	 1.160824
 ADS 	 XOM 	 1.190753
 ADS 	 XRAY 	 1.124007
 ADS 	 XRX 	 1.184407
 ADS 	 XYL 	 1.106239
 ADS 	 YHOO 	 1.118426
 ADS 	 YUM 	 1.243727
 ADS 	 ZBH 	 1.151272
 ADS 	 ZION 	 1.107292
 ADS 	 ZTS 	 1.173844
 ADSK 	 AEE 	 1.304978
 ADSK 	 AEP 	 1.300963
 ADSK 	 AES 	 1.211348
 ADSK 	 AET 	 1.163868
 ADSK 	 AFL 	 1.108143
 ADSK 	 AGN 	 1.219472
 ADSK 	 AIG 	 1.054057
 ADSK 	 AIV 	 1.24175
 ADSK 	 AIZ 	 1.185179
 ADSK 	 AJG 	 1.0219
 ADSK 	 AKAM 	 1.119354
 ADSK 	 ALB 	 1.147882
 ADSK 	 ALK 	 1.250419
 ADSK 	 ALL 	 1.200907
 ADSK 	 ALLE 	 1.048483
 ADSK 	 ALXN 	 1.135327
 ADSK 	 AMAT 	 1.035648
 ADSK 	 AMD 	 1.246085
 ADSK 	 AME 	 1.054001
 ADSK 	 AMG 	 1.007415
 ADSK 	 AMGN 	 1.095092
 ADSK 	 AMP 	 0.9881921
 ADSK 	 AMT 	 1.163651
 ADSK 	 AMZN 	 1.186179
 ADSK 	 AN 	 1.123301
 ADSK 	 ANTM 	 1.164357
 ADSK 	 AON 	 1.066476
 ADSK 	 APA 	 1.182925
 ADSK 	 APC 	 1.181043
 ADSK 	 APD 	 1.055039
 ADSK 	 APH 	 1.220401
 ADSK 	 ARE 	 1.212952
 ADSK 	 ARNC 	 1.288526
 ADSK 	 ATVI 	 1.160707
 ADSK 	 AVB 	 1.24117
 ADSK 	 AVGO 	 1.131821
 ADSK 	 AVY 	 1.090838
 ADSK 	 AWK 	 1.325007
 ADSK 	 AXP 	 1.119373
 ADSK 	 AYI 	 1.169011
 ADSK 	 AZO 	 1.198799
 ADSK 	 BA 	 1.074294
 ADSK 	 BAC 	 1.044564
 ADSK 	 BAX 	 1.288245
 ADSK 	 BBBY 	 1.139322
 ADSK 	 BBT 	 1.049732
 ADSK 	 BBY 	 1.235078
 ADSK 	 BCR 	 1.193951
 ADSK 	 BDX 	 1.129211
 ADSK 	 BEN 	 1.022713
 ADSK 	 BF.B 	 1.31669
 ADSK 	 BHI 	 1.194894
 ADSK 	 BIIB 	 1.199063
 ADSK 	 BK 	 1.00724
 ADSK 	 BLK 	 0.976794
 ADSK 	 BLL 	 1.161529
 ADSK 	 BMY 	 1.228015
 ADSK 	 BRK.B 	 1.053856
 ADSK 	 BSX 	 1.132025
 ADSK 	 BWA 	 1.068415
 ADSK 	 BXP 	 1.147194
 ADSK 	 C 	 0.9936267
 ADSK 	 CA 	 1.030429
 ADSK 	 CAG 	 1.292777
 ADSK 	 CAH 	 1.142953
 ADSK 	 CAT 	 1.091902
 ADSK 	 CB 	 1.091291
 ADSK 	 CBG 	 1.029721
 ADSK 	 CBOE 	 1.287484
 ADSK 	 CBS 	 1.118464
 ADSK 	 CCI 	 1.194569
 ADSK 	 CCL 	 1.088583
 ADSK 	 CELG 	 1.27044
 ADSK 	 CERN 	 1.174229
 ADSK 	 CF 	 1.358091
 ADSK 	 CHD 	 1.34748
 ADSK 	 CHK 	 1.24142
 ADSK 	 CHRW 	 1.234343
 ADSK 	 CHTR 	 1.178275
 ADSK 	 CI 	 1.181321
 ADSK 	 CINF 	 1.106091
 ADSK 	 CL 	 1.144131
 ADSK 	 CLX 	 1.271014
 ADSK 	 CMA 	 1.05509
 ADSK 	 CMCSA 	 1.312042
 ADSK 	 CME 	 1.222574
 ADSK 	 CMG 	 1.292891
 ADSK 	 CMI 	 1.096619
 ADSK 	 CMS 	 1.34245
 ADSK 	 CNC 	 1.278611
 ADSK 	 CNP 	 1.207835
 ADSK 	 COF 	 1.080812
 ADSK 	 COG 	 1.244404
 ADSK 	 COH 	 1.189701
 ADSK 	 COL 	 1.113823
 ADSK 	 COO 	 1.186416
 ADSK 	 COP 	 1.165419
 ADSK 	 COST 	 1.18552
 ADSK 	 COTY 	 1.297085
 ADSK 	 CPB 	 1.250953
 ADSK 	 CRM 	 1.078319
 ADSK 	 CSCO 	 1.077331
 ADSK 	 CSX 	 1.183524
 ADSK 	 CTAS 	 1.11323
 ADSK 	 CTL 	 1.171404
 ADSK 	 CTSH 	 1.098828
 ADSK 	 CTXS 	 1.079441
 ADSK 	 CVS 	 1.223684
 ADSK 	 CVX 	 1.164606
 ADSK 	 CXO 	 1.211468
 ADSK 	 D 	 1.315099
 ADSK 	 DAL 	 1.080908
 ADSK 	 DD 	 1.147693
 ADSK 	 DE 	 1.222583
 ADSK 	 DFS 	 1.054582
 ADSK 	 DG 	 1.260183
 ADSK 	 DGX 	 1.113827
 ADSK 	 DHI 	 1.145747
 ADSK 	 DHR 	 1.112514
 ADSK 	 DIS 	 1.099534
 ADSK 	 DISCA 	 1.250204
 ADSK 	 DISCK 	 1.251618
 ADSK 	 DISH 	 1.108889
 ADSK 	 DLPH 	 1.051399
 ADSK 	 DLR 	 1.231303
 ADSK 	 DLTR 	 1.230024
 ADSK 	 DOV 	 1.124388
 ADSK 	 DOW 	 1.135389
 ADSK 	 DPS 	 1.222839
 ADSK 	 DRI 	 1.237395
 ADSK 	 DTE 	 1.31859
 ADSK 	 DUK 	 1.350924
 ADSK 	 DVA 	 1.152798
 ADSK 	 DVN 	 1.183956
 ADSK 	 DXC 	 1.295253
 ADSK 	 EA 	 1.223371
 ADSK 	 EBAY 	 1.280699
 ADSK 	 ECL 	 1.091831
 ADSK 	 ED 	 1.41397
 ADSK 	 EFX 	 1.05652
 ADSK 	 EIX 	 1.355067
 ADSK 	 EL 	 1.13625
 ADSK 	 EMN 	 1.116891
 ADSK 	 EMR 	 1.102831
 ADSK 	 EOG 	 1.199146
 ADSK 	 EQIX 	 1.149953
 ADSK 	 EQR 	 1.262159
 ADSK 	 EQT 	 1.254605
 ADSK 	 ES 	 1.32307
 ADSK 	 ESRX 	 1.174779
 ADSK 	 ESS 	 1.226431
 ADSK 	 ETFC 	 1.035069
 ADSK 	 ETN 	 1.060272
 ADSK 	 ETR 	 1.320838
 ADSK 	 EVHC 	 1.312978
 ADSK 	 EW 	 1.247071
 ADSK 	 EXC 	 1.263297
 ADSK 	 EXPD 	 1.168056
 ADSK 	 EXPE 	 1.126807
 ADSK 	 EXR 	 1.282135
 ADSK 	 F 	 1.091164
 ADSK 	 FAST 	 1.110309
 ADSK 	 FB 	 1.135152
 ADSK 	 FBHS 	 1.07307
 ADSK 	 FCX 	 1.1946
 ADSK 	 FDX 	 1.065664
 ADSK 	 FE 	 1.296224
 ADSK 	 FFIV 	 1.131203
 ADSK 	 FIS 	 1.115928
 ADSK 	 FISV 	 1.035919
 ADSK 	 FITB 	 1.04968
 ADSK 	 FL 	 1.213632
 ADSK 	 FLIR 	 1.144671
 ADSK 	 FLR 	 1.119045
 ADSK 	 FLS 	 1.144769
 ADSK 	 FMC 	 1.13071
 ADSK 	 FOX 	 1.136217
 ADSK 	 FOXA 	 1.141895
 ADSK 	 FRT 	 1.20127
 ADSK 	 FTI 	 1.182582
 ADSK 	 GD 	 1.12291
 ADSK 	 GE 	 1.081619
 ADSK 	 GGP 	 1.215514
 ADSK 	 GILD 	 1.17544
 ADSK 	 GIS 	 1.202367
 ADSK 	 GLW 	 1.08634
 ADSK 	 GM 	 1.151361
 ADSK 	 GOOG 	 1.141429
 ADSK 	 GOOGL 	 1.130629
 ADSK 	 GPC 	 1.073681
 ADSK 	 GPN 	 1.255471
 ADSK 	 GPS 	 1.240602
 ADSK 	 GRMN 	 1.159547
 ADSK 	 GS 	 1.025217
 ADSK 	 GT 	 1.098853
 ADSK 	 GWW 	 1.178386
 ADSK 	 HAL 	 1.162763
 ADSK 	 HAS 	 1.20984
 ADSK 	 HBAN 	 1.080514
 ADSK 	 HBI 	 1.337634
 ADSK 	 HCA 	 1.22623
 ADSK 	 HCN 	 1.246979
 ADSK 	 HCP 	 1.244332
 ADSK 	 HD 	 1.087087
 ADSK 	 HES 	 1.156592
 ADSK 	 HIG 	 1.110071
 ADSK 	 HOG 	 1.14083
 ADSK 	 HOLX 	 1.111966
 ADSK 	 HON 	 1.046271
 ADSK 	 HP 	 1.20469
 ADSK 	 HPQ 	 1.267161
 ADSK 	 HRB 	 1.268776
 ADSK 	 HRL 	 1.369198
 ADSK 	 HRS 	 1.095298
 ADSK 	 HSIC 	 1.087655
 ADSK 	 HST 	 1.07019
 ADSK 	 HSY 	 1.259475
 ADSK 	 HUM 	 1.256954
 ADSK 	 IBM 	 1.109783
 ADSK 	 ICE 	 1.40196
 ADSK 	 IDXX 	 1.282615
 ADSK 	 IFF 	 1.121047
 ADSK 	 ILMN 	 1.169261
 ADSK 	 INCY 	 1.193096
 ADSK 	 INTC 	 1.126152
 ADSK 	 INTU 	 1.055702
 ADSK 	 IP 	 1.090532
 ADSK 	 IPG 	 1.053943
 ADSK 	 IR 	 1.010889
 ADSK 	 IRM 	 1.210887
 ADSK 	 ISRG 	 1.174043
 ADSK 	 IT 	 1.097282
 ADSK 	 ITW 	 1.039502
 ADSK 	 IVZ 	 0.9810175
 ADSK 	 JBHT 	 1.153231
 ADSK 	 JCI 	 1.129298
 ADSK 	 JEC 	 1.092763
 ADSK 	 JNJ 	 1.136477
 ADSK 	 JNPR 	 1.128657
 ADSK 	 JPM 	 1.030963
 ADSK 	 JWN 	 1.169729
 ADSK 	 K 	 1.223213
 ADSK 	 KEY 	 1.086146
 ADSK 	 KIM 	 1.211174
 ADSK 	 KLAC 	 1.174876
 ADSK 	 KMB 	 1.185125
 ADSK 	 KMI 	 1.212143
 ADSK 	 KMX 	 1.11429
 ADSK 	 KO 	 1.191774
 ADSK 	 KORS 	 1.264797
 ADSK 	 KR 	 1.349901
 ADSK 	 KSS 	 1.217162
 ADSK 	 KSU 	 1.157036
 ADSK 	 L 	 1.078273
 ADSK 	 LB 	 1.205829
 ADSK 	 LEG 	 1.080661
 ADSK 	 LEN 	 1.102082
 ADSK 	 LH 	 1.129345
 ADSK 	 LKQ 	 1.091284
 ADSK 	 LLL 	 1.183408
 ADSK 	 LLY 	 1.210807
 ADSK 	 LMT 	 1.224143
 ADSK 	 LNC 	 1.016884
 ADSK 	 LNT 	 1.339306
 ADSK 	 LOW 	 1.116763
 ADSK 	 LRCX 	 1.040162
 ADSK 	 LUK 	 1.061356
 ADSK 	 LUV 	 1.11541
 ADSK 	 LVLT 	 1.081453
 ADSK 	 LYB 	 1.166433
 ADSK 	 M 	 1.216378
 ADSK 	 MA 	 0.9943532
 ADSK 	 MAA 	 1.271994
 ADSK 	 MAC 	 1.210258
 ADSK 	 MAR 	 1.052328
 ADSK 	 MAS 	 1.086714
 ADSK 	 MAT 	 1.251478
 ADSK 	 MCD 	 1.191947
 ADSK 	 MCHP 	 1.059722
 ADSK 	 MCK 	 1.223416
 ADSK 	 MCO 	 0.973333
 ADSK 	 MDLZ 	 1.160854
 ADSK 	 MDT 	 1.106633
 ADSK 	 MET 	 1.067069
 ADSK 	 MHK 	 1.05292
 ADSK 	 MJN 	 1.210671
 ADSK 	 MKC 	 1.178318
 ADSK 	 MLM 	 1.146707
 ADSK 	 MMC 	 1.033976
 ADSK 	 MMM 	 1.077366
 ADSK 	 MNK 	 1.251602
 ADSK 	 MNST 	 1.38813
 ADSK 	 MO 	 1.22301
 ADSK 	 MON 	 1.156915
 ADSK 	 MOS 	 1.204636
 ADSK 	 MPC 	 1.241787
 ADSK 	 MRK 	 1.158563
 ADSK 	 MRO 	 1.185351
 ADSK 	 MS 	 0.992018
 ADSK 	 MSFT 	 1.078361
 ADSK 	 MSI 	 1.126954
 ADSK 	 MTB 	 1.085953
 ADSK 	 MTD 	 1.0367
 ADSK 	 MU 	 1.103762
 ADSK 	 MUR 	 1.156481
 ADSK 	 MYL 	 1.194235
 ADSK 	 NAVI 	 1.119877
 ADSK 	 NBL 	 1.208417
 ADSK 	 NDAQ 	 1.131079
 ADSK 	 NEE 	 1.296302
 ADSK 	 NEM 	 1.384696
 ADSK 	 NFLX 	 1.331655
 ADSK 	 NFX 	 1.196685
 ADSK 	 NI 	 1.375143
 ADSK 	 NKE 	 1.296947
 ADSK 	 NLSN 	 1.165076
 ADSK 	 NOC 	 1.177304
 ADSK 	 NOV 	 1.224173
 ADSK 	 NRG 	 1.245357
 ADSK 	 NSC 	 1.143903
 ADSK 	 NTAP 	 1.097415
 ADSK 	 NTRS 	 1.027924
 ADSK 	 NUE 	 1.096821
 ADSK 	 NVDA 	 1.164486
 ADSK 	 NWL 	 1.113488
 ADSK 	 NWS 	 1.106113
 ADSK 	 NWSA 	 1.102292
 ADSK 	 O 	 1.312597
 ADSK 	 OKE 	 1.195572
 ADSK 	 OMC 	 1.077953
 ADSK 	 ORCL 	 1.041067
 ADSK 	 ORLY 	 1.202848
 ADSK 	 OXY 	 1.191375
 ADSK 	 PAYX 	 1.057582
 ADSK 	 PBCT 	 1.077703
 ADSK 	 PCAR 	 1.053074
 ADSK 	 PCG 	 1.334296
 ADSK 	 PCLN 	 1.099536
 ADSK 	 PDCO 	 1.16718
 ADSK 	 PEG 	 1.318641
 ADSK 	 PEP 	 1.152732
 ADSK 	 PFE 	 1.175734
 ADSK 	 PFG 	 0.98751
 ADSK 	 PG 	 1.209644
 ADSK 	 PGR 	 1.158825
 ADSK 	 PH 	 1.083898
 ADSK 	 PHM 	 1.140679
 ADSK 	 PKI 	 1.009658
 ADSK 	 PLD 	 1.153692
 ADSK 	 PM 	 1.200211
 ADSK 	 PNC 	 1.051698
 ADSK 	 PNR 	 1.092463
 ADSK 	 PNW 	 1.319674
 ADSK 	 PPG 	 1.244326
 ADSK 	 PPL 	 1.262375
 ADSK 	 PRGO 	 1.26061
 ADSK 	 PRU 	 1.023373
 ADSK 	 PSA 	 1.239335
 ADSK 	 PSX 	 1.13725
 ADSK 	 PVH 	 1.174333
 ADSK 	 PWR 	 1.160913
 ADSK 	 PX 	 1.060201
 ADSK 	 PXD 	 1.217996
 ADSK 	 QCOM 	 1.181508
 ADSK 	 R 	 1.080078
 ADSK 	 RAI 	 1.320829
 ADSK 	 RCL 	 1.113979
 ADSK 	 REG 	 1.247005
 ADSK 	 REGN 	 1.148889
 ADSK 	 RF 	 1.065438
 ADSK 	 RHI 	 1.138298
 ADSK 	 RHT 	 1.019613
 ADSK 	 RIG 	 1.250374
 ADSK 	 RJF 	 1.023253
 ADSK 	 RL 	 1.200034
 ADSK 	 ROK 	 1.091611
 ADSK 	 ROP 	 1.0661
 ADSK 	 ROST 	 1.292187
 ADSK 	 RRC 	 1.297097
 ADSK 	 RSG 	 1.165374
 ADSK 	 RTN 	 1.197141
 ADSK 	 SBUX 	 1.30633
 ADSK 	 SCG 	 1.348913
 ADSK 	 SCHW 	 1.016091
 ADSK 	 SEE 	 1.123343
 ADSK 	 SHW 	 1.146913
 ADSK 	 SIG 	 1.168772
 ADSK 	 SJM 	 1.244814
 ADSK 	 SLB 	 1.182222
 ADSK 	 SLG 	 1.123158
 ADSK 	 SNA 	 1.053659
 ADSK 	 SNI 	 1.183053
 ADSK 	 SNPS 	 0.981961
 ADSK 	 SO 	 1.372063
 ADSK 	 SPG 	 1.214006
 ADSK 	 SPGI 	 1.016285
 ADSK 	 SPLS 	 1.227367
 ADSK 	 SRCL 	 1.215501
 ADSK 	 SRE 	 1.244613
 ADSK 	 STI 	 1.057171
 ADSK 	 STT 	 0.9932446
 ADSK 	 STX 	 1.12595
 ADSK 	 STZ 	 1.182401
 ADSK 	 SWK 	 1.024313
 ADSK 	 SWKS 	 1.067395
 ADSK 	 SYK 	 1.094792
 ADSK 	 SYMC 	 1.179822
 ADSK 	 SYY 	 1.157278
 ADSK 	 T 	 1.234342
 ADSK 	 TAP 	 1.216314
 ADSK 	 TDC 	 1.136025
 ADSK 	 TDG 	 1.159506
 ADSK 	 TEL 	 0.9888652
 ADSK 	 TGNA 	 1.107003
 ADSK 	 TGT 	 1.217943
 ADSK 	 TIF 	 1.112834
 ADSK 	 TJX 	 1.13622
 ADSK 	 TMK 	 1.212682
 ADSK 	 TMO 	 1.007307
 ADSK 	 TRIP 	 1.182185
 ADSK 	 TROW 	 1.04078
 ADSK 	 TRV 	 1.13818
 ADSK 	 TSCO 	 1.182729
 ADSK 	 TSN 	 1.282093
 ADSK 	 TSO 	 1.142708
 ADSK 	 TSS 	 1.081224
 ADSK 	 TWX 	 1.218568
 ADSK 	 TXN 	 1.057404
 ADSK 	 TXT 	 1.087122
 ADSK 	 UAA 	 1.273962
 ADSK 	 UAL 	 1.121781
 ADSK 	 UDR 	 1.231881
 ADSK 	 UHS 	 1.20996
 ADSK 	 ULTA 	 1.239503
 ADSK 	 UNH 	 1.156288
 ADSK 	 UNM 	 1.08184
 ADSK 	 UNP 	 1.274763
 ADSK 	 UPS 	 1.123151
 ADSK 	 URI 	 1.096422
 ADSK 	 USB 	 1.030017
 ADSK 	 UTX 	 1.089246
 ADSK 	 V 	 1.310516
 ADSK 	 VAR 	 1.1139
 ADSK 	 VFC 	 1.147938
 ADSK 	 VIAB 	 1.171809
 ADSK 	 VLO 	 1.191109
 ADSK 	 VMC 	 1.126003
 ADSK 	 VNO 	 1.155543
 ADSK 	 VRSK 	 1.191852
 ADSK 	 VRSN 	 1.092532
 ADSK 	 VRTX 	 1.174771
 ADSK 	 VTR 	 1.259197
 ADSK 	 VZ 	 1.182805
 ADSK 	 WAT 	 1.082786
 ADSK 	 WBA 	 1.19008
 ADSK 	 WDC 	 1.079148
 ADSK 	 WEC 	 1.3561
 ADSK 	 WFC 	 1.047313
 ADSK 	 WFM 	 1.292089
 ADSK 	 WHR 	 1.106498
 ADSK 	 WM 	 1.15815
 ADSK 	 WMB 	 1.150648
 ADSK 	 WMT 	 1.238301
 ADSK 	 WU 	 1.068933
 ADSK 	 WY 	 1.110649
 ADSK 	 WYN 	 1.091263
 ADSK 	 WYNN 	 1.204659
 ADSK 	 XEC 	 1.19655
 ADSK 	 XEL 	 1.346985
 ADSK 	 XL 	 1.158048
 ADSK 	 XLNX 	 1.115836
 ADSK 	 XOM 	 1.170255
 ADSK 	 XRAY 	 1.083653
 ADSK 	 XRX 	 1.152989
 ADSK 	 XYL 	 1.075797
 ADSK 	 YHOO 	 1.118711
 ADSK 	 YUM 	 1.189359
 ADSK 	 ZBH 	 1.105202
 ADSK 	 ZION 	 1.049338
 ADSK 	 ZTS 	 1.15752
 AEE 	 AEP 	 0.5772943
 AEE 	 AES 	 1.013852
 AEE 	 AET 	 1.277556
 AEE 	 AFL 	 1.23351
 AEE 	 AGN 	 1.317875
 AEE 	 AIG 	 1.306114
 AEE 	 AIV 	 1.03612
 AEE 	 AIZ 	 1.260413
 AEE 	 AJG 	 1.20663
 AEE 	 AKAM 	 1.318813
 AEE 	 ALB 	 1.290062
 AEE 	 ALK 	 1.368162
 AEE 	 ALL 	 1.186674
 AEE 	 ALLE 	 1.270876
 AEE 	 ALXN 	 1.35479
 AEE 	 AMAT 	 1.319903
 AEE 	 AMD 	 1.364533
 AEE 	 AME 	 1.294238
 AEE 	 AMG 	 1.352412
 AEE 	 AMGN 	 1.254905
 AEE 	 AMP 	 1.370414
 AEE 	 AMT 	 1.081208
 AEE 	 AMZN 	 1.311711
 AEE 	 AN 	 1.341645
 AEE 	 ANTM 	 1.274791
 AEE 	 AON 	 1.188018
 AEE 	 APA 	 1.349982
 AEE 	 APC 	 1.341247
 AEE 	 APD 	 1.202901
 AEE 	 APH 	 1.366677
 AEE 	 ARE 	 1.015188
 AEE 	 ARNC 	 1.375632
 AEE 	 ATVI 	 1.286778
 AEE 	 AVB 	 1.037896
 AEE 	 AVGO 	 1.344459
 AEE 	 AVY 	 1.21829
 AEE 	 AWK 	 0.7616368
 AEE 	 AXP 	 1.313578
 AEE 	 AYI 	 1.306445
 AEE 	 AZO 	 1.24487
 AEE 	 BA 	 1.26197
 AEE 	 BAC 	 1.420324
 AEE 	 BAX 	 1.33911
 AEE 	 BBBY 	 1.350345
 AEE 	 BBT 	 1.373168
 AEE 	 BBY 	 1.367624
 AEE 	 BCR 	 1.174686
 AEE 	 BDX 	 1.202525
 AEE 	 BEN 	 1.298094
 AEE 	 BF.B 	 1.262078
 AEE 	 BHI 	 1.34693
 AEE 	 BIIB 	 1.338048
 AEE 	 BK 	 1.358738
 AEE 	 BLK 	 1.256464
 AEE 	 BLL 	 1.209926
 AEE 	 BMY 	 1.298689
 AEE 	 BRK.B 	 1.170454
 AEE 	 BSX 	 1.216962
 AEE 	 BWA 	 1.325163
 AEE 	 BXP 	 1.031598
 AEE 	 C 	 1.350944
 AEE 	 CA 	 1.230818
 AEE 	 CAG 	 1.190128
 AEE 	 CAH 	 1.298723
 AEE 	 CAT 	 1.33775
 AEE 	 CB 	 1.144707
 AEE 	 CBG 	 1.249499
 AEE 	 CBOE 	 1.327754
 AEE 	 CBS 	 1.28897
 AEE 	 CCI 	 1.104694
 AEE 	 CCL 	 1.290995
 AEE 	 CELG 	 1.3549
 AEE 	 CERN 	 1.272953
 AEE 	 CF 	 1.44039
 AEE 	 CHD 	 1.325922
 AEE 	 CHK 	 1.370695
 AEE 	 CHRW 	 1.266279
 AEE 	 CHTR 	 1.28156
 AEE 	 CI 	 1.316317
 AEE 	 CINF 	 1.144306
 AEE 	 CL 	 1.065836
 AEE 	 CLX 	 1.076189
 AEE 	 CMA 	 1.39738
 AEE 	 CMCSA 	 1.355734
 AEE 	 CME 	 1.341062
 AEE 	 CMG 	 1.360778
 AEE 	 CMI 	 1.320492
 AEE 	 CMS 	 0.5264861
 AEE 	 CNC 	 1.337711
 AEE 	 CNP 	 0.8053291
 AEE 	 COF 	 1.368446
 AEE 	 COG 	 1.332723
 AEE 	 COH 	 1.312539
 AEE 	 COL 	 1.231592
 AEE 	 COO 	 1.301127
 AEE 	 COP 	 1.334773
 AEE 	 COST 	 1.203216
 AEE 	 COTY 	 1.298299
 AEE 	 CPB 	 1.053741
 AEE 	 CRM 	 1.333131
 AEE 	 CSCO 	 1.244753
 AEE 	 CSX 	 1.301522
 AEE 	 CTAS 	 1.194895
 AEE 	 CTL 	 1.247132
 AEE 	 CTSH 	 1.236701
 AEE 	 CTXS 	 1.290069
 AEE 	 CVS 	 1.228707
 AEE 	 CVX 	 1.266426
 AEE 	 CXO 	 1.354513
 AEE 	 D 	 0.67509
 AEE 	 DAL 	 1.324688
 AEE 	 DD 	 1.31312
 AEE 	 DE 	 1.315665
 AEE 	 DFS 	 1.327263
 AEE 	 DG 	 1.307081
 AEE 	 DGX 	 1.215501
 AEE 	 DHI 	 1.234749
 AEE 	 DHR 	 1.266146
 AEE 	 DIS 	 1.273353
 AEE 	 DISCA 	 1.360888
 AEE 	 DISCK 	 1.359856
 AEE 	 DISH 	 1.332621
 AEE 	 DLPH 	 1.308294
 AEE 	 DLR 	 1.025779
 AEE 	 DLTR 	 1.255548
 AEE 	 DOV 	 1.317036
 AEE 	 DOW 	 1.265953
 AEE 	 DPS 	 1.072906
 AEE 	 DRI 	 1.288815
 AEE 	 DTE 	 0.5376457
 AEE 	 DUK 	 0.6313696
 AEE 	 DVA 	 1.227612
 AEE 	 DVN 	 1.337206
 AEE 	 DXC 	 1.386909
 AEE 	 EA 	 1.307651
 AEE 	 EBAY 	 1.362345
 AEE 	 ECL 	 1.269862
 AEE 	 ED 	 0.6384103
 AEE 	 EFX 	 1.162561
 AEE 	 EIX 	 0.6101841
 AEE 	 EL 	 1.211789
 AEE 	 EMN 	 1.32513
 AEE 	 EMR 	 1.268584
 AEE 	 EOG 	 1.324704
 AEE 	 EQIX 	 1.146309
 AEE 	 EQR 	 1.054111
 AEE 	 EQT 	 1.337833
 AEE 	 ES 	 0.5378996
 AEE 	 ESRX 	 1.320499
 AEE 	 ESS 	 1.050493
 AEE 	 ETFC 	 1.423554
 AEE 	 ETN 	 1.268938
 AEE 	 ETR 	 0.6749439
 AEE 	 EVHC 	 1.358606
 AEE 	 EW 	 1.357607
 AEE 	 EXC 	 0.8415082
 AEE 	 EXPD 	 1.298186
 AEE 	 EXPE 	 1.273809
 AEE 	 EXR 	 1.11546
 AEE 	 F 	 1.328344
 AEE 	 FAST 	 1.284854
 AEE 	 FB 	 1.289975
 AEE 	 FBHS 	 1.311923
 AEE 	 FCX 	 1.369598
 AEE 	 FDX 	 1.244024
 AEE 	 FE 	 0.8419615
 AEE 	 FFIV 	 1.327868
 AEE 	 FIS 	 1.233243
 AEE 	 FISV 	 1.128772
 AEE 	 FITB 	 1.391573
 AEE 	 FL 	 1.315711
 AEE 	 FLIR 	 1.317766
 AEE 	 FLR 	 1.330077
 AEE 	 FLS 	 1.359026
 AEE 	 FMC 	 1.324577
 AEE 	 FOX 	 1.298929
 AEE 	 FOXA 	 1.300398
 AEE 	 FRT 	 0.9497429
 AEE 	 FTI 	 1.365549
 AEE 	 GD 	 1.22126
 AEE 	 GE 	 1.239577
 AEE 	 GGP 	 1.052921
 AEE 	 GILD 	 1.32256
 AEE 	 GIS 	 1.057507
 AEE 	 GLW 	 1.251053
 AEE 	 GM 	 1.308358
 AEE 	 GOOG 	 1.264083
 AEE 	 GOOGL 	 1.251609
 AEE 	 GPC 	 1.211275
 AEE 	 GPN 	 1.357767
 AEE 	 GPS 	 1.335502
 AEE 	 GRMN 	 1.331882
 AEE 	 GS 	 1.338586
 AEE 	 GT 	 1.282282
 AEE 	 GWW 	 1.308463
 AEE 	 HAL 	 1.358791
 AEE 	 HAS 	 1.299909
 AEE 	 HBAN 	 1.395632
 AEE 	 HBI 	 1.367289
 AEE 	 HCA 	 1.293061
 AEE 	 HCN 	 0.9913659
