Source 	 Sink 	 Weight
 A 	 AAL 	 1.189554
 A 	 AAP 	 1.26971
 A 	 AAPL 	 1.373192
 A 	 ABBV 	 1.129386
 A 	 ABC 	 1.248807
 A 	 ABT 	 1.021796
 A 	 ACN 	 1.055284
 A 	 ADBE 	 1.098334
 A 	 ADI 	 1.107646
 A 	 ADM 	 1.176552
 A 	 ADP 	 1.118757
 A 	 ADS 	 1.138418
 A 	 ADSK 	 1.088049
 A 	 AEE 	 1.324211
 A 	 AEP 	 1.311816
 A 	 AES 	 1.20513
 A 	 AET 	 1.138135
 A 	 AFL 	 1.066414
 A 	 AGN 	 1.188182
 A 	 AIG 	 1.083639
 A 	 AIV 	 1.258621
 A 	 AIZ 	 1.197803
 A 	 AJG 	 1.076885
 A 	 AKAM 	 1.167347
 A 	 ALB 	 1.129219
 A 	 ALK 	 1.276794
 A 	 ALL 	 1.15612
 A 	 ALLE 	 1.080271
 A 	 ALXN 	 1.141495
 A 	 AMAT 	 1.097351
 A 	 AMD 	 1.273754
 A 	 AME 	 1.043195
 A 	 AMG 	 0.9998078
 A 	 AMGN 	 1.041104
 A 	 AMP 	 1.031848
 A 	 AMT 	 1.137467
 A 	 AMZN 	 1.200681
 A 	 AN 	 1.119492
 A 	 ANTM 	 1.153295
 A 	 AON 	 1.114569
 A 	 APA 	 1.171284
 A 	 APC 	 1.164726
 A 	 APD 	 1.097991
 A 	 APH 	 1.240406
 A 	 ARE 	 1.246552
 A 	 ARNC 	 1.293854
 A 	 ATVI 	 1.206668
 A 	 AVB 	 1.272389
 A 	 AVGO 	 1.116803
 A 	 AVY 	 1.092121
 A 	 AWK 	 1.308271
 A 	 AXP 	 1.179122
 A 	 AYI 	 1.172271
 A 	 AZO 	 1.194046
 A 	 BA 	 1.128059
 A 	 BAC 	 1.07595
 A 	 BAX 	 1.293606
 A 	 BBBY 	 1.194683
 A 	 BBT 	 1.059047
 A 	 BBY 	 1.235848
 A 	 BCR 	 1.137238
 A 	 BDX 	 1.05646
 A 	 BEN 	 1.055751
 A 	 BF.B 	 1.340761
 A 	 BHI 	 1.177098
 A 	 BIIB 	 1.163621
 A 	 BK 	 1.024942
 A 	 BLK 	 0.9868729
 A 	 BLL 	 1.107585
 A 	 BMY 	 1.199165
 A 	 BRK.B 	 1.059485
 A 	 BSX 	 1.098769
 A 	 BWA 	 1.097535
 A 	 BXP 	 1.193812
 A 	 C 	 1.031725
 A 	 CA 	 1.106866
 A 	 CAG 	 1.323056
 A 	 CAH 	 1.123621
 A 	 CAT 	 1.083226
 A 	 CB 	 1.061847
 A 	 CBG 	 1.082024
 A 	 CBOE 	 1.328524
 A 	 CBS 	 1.142621
 A 	 CCI 	 1.241061
 A 	 CCL 	 1.101964
 A 	 CELG 	 1.227472
 A 	 CERN 	 1.154585
 A 	 CF 	 1.358187
 A 	 CHD 	 1.343993
 A 	 CHK 	 1.248984
 A 	 CHRW 	 1.172522
 A 	 CHTR 	 1.219052
 A 	 CI 	 1.196019
 A 	 CINF 	 1.090558
 A 	 CL 	 1.174025
 A 	 CLX 	 1.280539
 A 	 CMA 	 1.078403
 A 	 CMCSA 	 1.30182
 A 	 CME 	 1.206382
 A 	 CMG 	 1.285416
 A 	 CMI 	 1.095965
 A 	 CMS 	 1.334782
 A 	 CNC 	 1.292297
 A 	 CNP 	 1.215413
 A 	 COF 	 1.095081
 A 	 COG 	 1.245176
 A 	 COH 	 1.188266
 A 	 COL 	 1.1382
 A 	 COO 	 1.174277
 A 	 COP 	 1.163794
 A 	 COST 	 1.225428
 A 	 COTY 	 1.279653
 A 	 CPB 	 1.26443
 A 	 CRM 	 1.125817
 A 	 CSCO 	 1.117567
 A 	 CSX 	 1.150909
 A 	 CTAS 	 1.066331
 A 	 CTL 	 1.279898
 A 	 CTSH 	 1.151822
 A 	 CTXS 	 1.169285
 A 	 CVS 	 1.193587
 A 	 CVX 	 1.1127
 A 	 CXO 	 1.167194
 A 	 D 	 1.317753
 A 	 DAL 	 1.147191
 A 	 DD 	 1.170157
 A 	 DE 	 1.144484
 A 	 DFS 	 1.096809
 A 	 DG 	 1.265302
 A 	 DGX 	 1.04644
 A 	 DHI 	 1.111882
 A 	 DHR 	 1.074675
 A 	 DIS 	 1.138429
 A 	 DISCA 	 1.270032
 A 	 DISCK 	 1.270356
 A 	 DISH 	 1.158469
 A 	 DLPH 	 1.105466
 A 	 DLR 	 1.244776
 A 	 DLTR 	 1.244966
 A 	 DOV 	 1.119817
 A 	 DOW 	 1.116633
 A 	 DPS 	 1.265516
 A 	 DRI 	 1.253612
 A 	 DTE 	 1.31678
 A 	 DUK 	 1.343508
 A 	 DVA 	 1.15182
 A 	 DVN 	 1.173444
 A 	 DXC 	 1.289123
 A 	 EA 	 1.224003
 A 	 EBAY 	 1.311565
 A 	 ECL 	 1.051755
 A 	 ED 	 1.376149
 A 	 EFX 	 1.074128
 A 	 EIX 	 1.343006
 A 	 EL 	 1.184701
 A 	 EMN 	 1.130604
 A 	 EMR 	 1.088346
 A 	 EOG 	 1.16518
 A 	 EQIX 	 1.167515
 A 	 EQR 	 1.273691
 A 	 EQT 	 1.225172
 A 	 ES 	 1.331472
 A 	 ESRX 	 1.180415
 A 	 ESS 	 1.241477
 A 	 ETFC 	 1.070385
 A 	 ETN 	 1.061936
 A 	 ETR 	 1.29487
 A 	 EVHC 	 1.295469
 A 	 EW 	 1.267716
 A 	 EXC 	 1.277221
 A 	 EXPD 	 1.163957
 A 	 EXPE 	 1.152502
 A 	 EXR 	 1.287932
 A 	 F 	 1.109518
 A 	 FAST 	 1.149749
 A 	 FB 	 1.14944
 A 	 FBHS 	 1.089844
 A 	 FCX 	 1.161881
 A 	 FDX 	 1.09011
 A 	 FE 	 1.309356
 A 	 FFIV 	 1.212138
 A 	 FIS 	 1.102643
 A 	 FISV 	 1.046107
 A 	 FITB 	 1.077305
 A 	 FL 	 1.247094
 A 	 FLIR 	 1.142197
 A 	 FLR 	 1.127907
 A 	 FLS 	 1.132144
 A 	 FMC 	 1.10998
 A 	 FOX 	 1.133779
 A 	 FOXA 	 1.134516
 A 	 FRT 	 1.266897
 A 	 FTI 	 1.145344
 A 	 GD 	 1.079973
 A 	 GE 	 1.063076
 A 	 GGP 	 1.237233
 A 	 GILD 	 1.157627
 A 	 GIS 	 1.234418
 A 	 GLW 	 1.103957
 A 	 GM 	 1.119335
 A 	 GOOG 	 1.140294
 A 	 GOOGL 	 1.140022
 A 	 GPC 	 1.098873
 A 	 GPN 	 1.233304
 A 	 GPS 	 1.277747
 A 	 GRMN 	 1.207561
 A 	 GS 	 1.064294
 A 	 GT 	 1.118091
 A 	 GWW 	 1.192518
 A 	 HAL 	 1.127221
 A 	 HAS 	 1.233356
 A 	 HBAN 	 1.071292
 A 	 HBI 	 1.335451
 A 	 HCA 	 1.175288
 A 	 HCN 	 1.31625
 A 	 HCP 	 1.322917
 A 	 HD 	 1.055095
 A 	 HES 	 1.165435
 A 	 HIG 	 1.124657
 A 	 HOG 	 1.171551
 A 	 HOLX 	 1.14185
 A 	 HON 	 1.038865
 A 	 HP 	 1.18106
 A 	 HPQ 	 1.291074
 A 	 HRB 	 1.247928
 A 	 HRL 	 1.361632
 A 	 HRS 	 1.115035
 A 	 HSIC 	 1.064114
 A 	 HST 	 1.133675
 A 	 HSY 	 1.243588
 A 	 HUM 	 1.254361
 A 	 IBM 	 1.137659
 A 	 ICE 	 1.390433
 A 	 IDXX 	 1.313784
 A 	 IFF 	 1.111213
 A 	 ILMN 	 1.148704
 A 	 INCY 	 1.180353
 A 	 INTC 	 1.133616
 A 	 INTU 	 1.107607
 A 	 IP 	 1.130769
 A 	 IPG 	 1.058834
 A 	 IR 	 1.026895
 A 	 IRM 	 1.26438
 A 	 ISRG 	 1.15876
 A 	 IT 	 1.110662
 A 	 ITW 	 1.018329
 A 	 IVZ 	 0.9963678
 A 	 JBHT 	 1.156798
 A 	 JCI 	 1.120975
 A 	 JEC 	 1.101284
 A 	 JNJ 	 1.08776
 A 	 JNPR 	 1.17346
 A 	 JPM 	 1.040246
 A 	 JWN 	 1.260178
 A 	 K 	 1.240026
 A 	 KEY 	 1.087189
 A 	 KIM 	 1.247165
 A 	 KLAC 	 1.212624
 A 	 KMB 	 1.154921
 A 	 KMI 	 1.209659
 A 	 KMX 	 1.133755
 A 	 KO 	 1.232775
 A 	 KORS 	 1.261444
 A 	 KR 	 1.37487
 A 	 KSS 	 1.291803
 A 	 KSU 	 1.150984
 A 	 L 	 1.04812
 A 	 LB 	 1.269554
 A 	 LEG 	 1.131153
 A 	 LEN 	 1.105448
 A 	 LH 	 0.9887543
 A 	 LKQ 	 1.148058
 A 	 LLL 	 1.190189
 A 	 LLY 	 1.179345
 A 	 LMT 	 1.207607
 A 	 LNC 	 1.040652
 A 	 LNT 	 1.382716
 A 	 LOW 	 1.123725
 A 	 LRCX 	 1.123162
 A 	 LUK 	 1.06367
 A 	 LUV 	 1.201102
 A 	 LVLT 	 1.120641
 A 	 LYB 	 1.10807
 A 	 M 	 1.2568
 A 	 MA 	 1.056713
 A 	 MAA 	 1.283516
 A 	 MAC 	 1.242907
 A 	 MAR 	 1.103338
 A 	 MAS 	 1.100481
 A 	 MAT 	 1.254689
 A 	 MCD 	 1.181047
 A 	 MCHP 	 1.091146
 A 	 MCK 	 1.172541
 A 	 MCO 	 1.035167
 A 	 MDLZ 	 1.170103
 A 	 MDT 	 1.062601
 A 	 MET 	 1.071603
 A 	 MHK 	 1.034415
 A 	 MJN 	 1.248559
 A 	 MKC 	 1.213949
 A 	 MLM 	 1.151254
 A 	 MMC 	 1.046743
 A 	 MMM 	 1.059318
 A 	 MNK 	 1.243523
 A 	 MNST 	 1.382882
 A 	 MO 	 1.256108
 A 	 MON 	 1.15803
 A 	 MOS 	 1.219754
 A 	 MPC 	 1.253901
 A 	 MRK 	 1.165094
 A 	 MRO 	 1.177976
 A 	 MS 	 1.039859
 A 	 MSFT 	 1.134783
 A 	 MSI 	 1.189405
 A 	 MTB 	 1.065873
 A 	 MTD 	 0.9952547
 A 	 MU 	 1.166714
 A 	 MUR 	 1.177794
 A 	 MYL 	 1.201439
 A 	 NAVI 	 1.195443
 A 	 NBL 	 1.151298
 A 	 NDAQ 	 1.149985
 A 	 NEE 	 1.300297
 A 	 NEM 	 1.390643
 A 	 NFLX 	 1.33422
 A 	 NFX 	 1.191538
 A 	 NI 	 1.380517
 A 	 NKE 	 1.320641
 A 	 NLSN 	 1.116295
 A 	 NOC 	 1.140766
 A 	 NOV 	 1.183431
 A 	 NRG 	 1.268271
 A 	 NSC 	 1.126964
 A 	 NTAP 	 1.199434
 A 	 NTRS 	 1.035948
 A 	 NUE 	 1.105806
 A 	 NVDA 	 1.230592
 A 	 NWL 	 1.147128
 A 	 NWS 	 1.108746
 A 	 NWSA 	 1.098164
 A 	 O 	 1.353024
 A 	 OKE 	 1.193048
 A 	 OMC 	 1.094516
 A 	 ORCL 	 1.088596
 A 	 ORLY 	 1.214038
 A 	 OXY 	 1.146021
 A 	 PAYX 	 1.095093
 A 	 PBCT 	 1.080653
 A 	 PCAR 	 1.064588
 A 	 PCG 	 1.317124
 A 	 PCLN 	 1.114074
 A 	 PDCO 	 1.144562
 A 	 PEG 	 1.303074
 A 	 PEP 	 1.178937
 A 	 PFE 	 1.124515
 A 	 PFG 	 1.010011
 A 	 PG 	 1.20155
 A 	 PGR 	 1.115654
 A 	 PH 	 1.070347
 A 	 PHM 	 1.140951
 A 	 PKI 	 0.9600275
 A 	 PLD 	 1.171711
 A 	 PM 	 1.205523
 A 	 PNC 	 1.043548
 A 	 PNR 	 1.091559
 A 	 PNW 	 1.330186
 A 	 PPG 	 1.237299
 A 	 PPL 	 1.272931
 A 	 PRGO 	 1.240936
 A 	 PRU 	 1.038866
 A 	 PSA 	 1.269554
 A 	 PSX 	 1.093677
 A 	 PVH 	 1.220707
 A 	 PWR 	 1.179222
 A 	 PX 	 1.056877
 A 	 PXD 	 1.194303
 A 	 QCOM 	 1.18773
 A 	 R 	 1.114432
 A 	 RAI 	 1.304913
 A 	 RCL 	 1.153018
 A 	 REG 	 1.247725
 A 	 REGN 	 1.165269
 A 	 RF 	 1.088358
 A 	 RHI 	 1.146037
 A 	 RHT 	 1.105233
 A 	 RIG 	 1.221991
 A 	 RJF 	 1.046309
 A 	 RL 	 1.236197
 A 	 ROK 	 1.049079
 A 	 ROP 	 1.034336
 A 	 ROST 	 1.29114
 A 	 RRC 	 1.270758
 A 	 RSG 	 1.144693
 A 	 RTN 	 1.177995
 A 	 SBUX 	 1.314163
 A 	 SCG 	 1.329716
 A 	 SCHW 	 1.028165
 A 	 SEE 	 1.123424
 A 	 SHW 	 1.115547
 A 	 SIG 	 1.217078
 A 	 SJM 	 1.235938
 A 	 SLB 	 1.145738
 A 	 SLG 	 1.160236
 A 	 SNA 	 1.086192
 A 	 SNI 	 1.216158
 A 	 SNPS 	 1.127504
 A 	 SO 	 1.360432
 A 	 SPG 	 1.259064
 A 	 SPGI 	 1.041713
 A 	 SPLS 	 1.251547
 A 	 SRCL 	 1.283341
 A 	 SRE 	 1.252037
 A 	 STI 	 1.057379
 A 	 STT 	 1.046276
 A 	 STX 	 1.205635
 A 	 STZ 	 1.180511
 A 	 SWK 	 1.043149
 A 	 SWKS 	 1.140699
 A 	 SYK 	 1.065253
 A 	 SYMC 	 1.223044
 A 	 SYY 	 1.148499
 A 	 T 	 1.227708
 A 	 TAP 	 1.203297
 A 	 TDC 	 1.14975
 A 	 TDG 	 1.200107
 A 	 TEL 	 1.042714
 A 	 TGNA 	 1.110201
 A 	 TGT 	 1.24704
 A 	 TIF 	 1.117183
 A 	 TJX 	 1.159891
 A 	 TMK 	 1.221833
 A 	 TMO 	 0.9316847
 A 	 TRIP 	 1.161884
 A 	 TROW 	 1.074381
 A 	 TRV 	 1.122018
 A 	 TSCO 	 1.195222
 A 	 TSN 	 1.303005
 A 	 TSO 	 1.236334
 A 	 TSS 	 1.111725
 A 	 TWX 	 1.208451
 A 	 TXN 	 1.106245
 A 	 TXT 	 1.123694
 A 	 UAA 	 1.288184
 A 	 UAL 	 1.215539
 A 	 UDR 	 1.266278
 A 	 UHS 	 1.162704
 A 	 ULTA 	 1.185106
 A 	 UNH 	 1.114512
 A 	 UNM 	 1.092355
 A 	 UNP 	 1.269505
 A 	 UPS 	 1.132646
 A 	 URI 	 1.149295
 A 	 USB 	 1.052421
 A 	 UTX 	 1.087078
 A 	 V 	 1.341432
 A 	 VAR 	 1.076861
 A 	 VFC 	 1.179862
 A 	 VIAB 	 1.209227
 A 	 VLO 	 1.201974
 A 	 VMC 	 1.147935
 A 	 VNO 	 1.202925
 A 	 VRSK 	 1.166248
 A 	 VRSN 	 1.101783
 A 	 VRTX 	 1.176704
 A 	 VTR 	 1.32858
 A 	 VZ 	 1.227766
 A 	 WAT 	 0.9985269
 A 	 WBA 	 1.205281
 A 	 WDC 	 1.164483
 A 	 WEC 	 1.340202
 A 	 WFC 	 1.068492
 A 	 WFM 	 1.311353
 A 	 WHR 	 1.137645
 A 	 WM 	 1.157404
 A 	 WMB 	 1.200056
 A 	 WMT 	 1.255107
 A 	 WU 	 1.107282
 A 	 WY 	 1.145697
 A 	 WYN 	 1.119479
 A 	 WYNN 	 1.21345
 A 	 XEC 	 1.157121
 A 	 XEL 	 1.338605
 A 	 XL 	 1.15816
 A 	 XLNX 	 1.13726
 A 	 XOM 	 1.119852
 A 	 XRAY 	 1.075177
 A 	 XRX 	 1.172858
 A 	 XYL 	 1.045523
 A 	 YHOO 	 1.142984
 A 	 YUM 	 1.223676
 A 	 ZBH 	 1.097436
 A 	 ZION 	 1.080955
 A 	 ZTS 	 1.146591
 AAL 	 AAP 	 1.21758
 AAL 	 AAPL 	 1.365377
 AAL 	 ABBV 	 1.221665
 AAL 	 ABC 	 1.245932
 AAL 	 ABT 	 1.132779
 AAL 	 ACN 	 1.166934
 AAL 	 ADBE 	 1.152535
 AAL 	 ADI 	 1.156014
 AAL 	 ADM 	 1.227894
 AAL 	 ADP 	 1.102311
 AAL 	 ADS 	 1.11687
 AAL 	 ADSK 	 1.073442
 AAL 	 AEE 	 1.334607
 AAL 	 AEP 	 1.32692
 AAL 	 AES 	 1.262448
 AAL 	 AET 	 1.193143
 AAL 	 AFL 	 1.151336
 AAL 	 AGN 	 1.201152
 AAL 	 AIG 	 1.143592
 AAL 	 AIV 	 1.271231
 AAL 	 AIZ 	 1.236183
 AAL 	 AJG 	 1.121982
 AAL 	 AKAM 	 1.188769
 AAL 	 ALB 	 1.255124
 AAL 	 ALK 	 1.112427
 AAL 	 ALL 	 1.213359
 AAL 	 ALLE 	 1.109927
 AAL 	 ALXN 	 1.173144
 AAL 	 AMAT 	 1.125969
 AAL 	 AMD 	 1.343632
 AAL 	 AME 	 1.121255
 AAL 	 AMG 	 1.10842
 AAL 	 AMGN 	 1.14602
 AAL 	 AMP 	 1.041924
 AAL 	 AMT 	 1.206272
 AAL 	 AMZN 	 1.275237
 AAL 	 AN 	 1.139604
 AAL 	 ANTM 	 1.164749
 AAL 	 AON 	 1.131913
 AAL 	 APA 	 1.296464
 AAL 	 APC 	 1.273698
 AAL 	 APD 	 1.095361
 AAL 	 APH 	 1.262024
 AAL 	 ARE 	 1.259666
 AAL 	 ARNC 	 1.296166
 AAL 	 ATVI 	 1.234001
 AAL 	 AVB 	 1.291473
 AAL 	 AVGO 	 1.124973
 AAL 	 AVY 	 1.160724
 AAL 	 AWK 	 1.360243
 AAL 	 AXP 	 1.139754
 AAL 	 AYI 	 1.233811
 AAL 	 AZO 	 1.201626
 AAL 	 BA 	 1.123439
 AAL 	 BAC 	 1.093832
 AAL 	 BAX 	 1.278986
 AAL 	 BBBY 	 1.16685
 AAL 	 BBT 	 1.093327
 AAL 	 BBY 	 1.246478
 AAL 	 BCR 	 1.233254
 AAL 	 BDX 	 1.224876
 AAL 	 BEN 	 1.094555
 AAL 	 BF.B 	 1.326616
 AAL 	 BHI 	 1.284259
 AAL 	 BIIB 	 1.210943
 AAL 	 BK 	 1.089612
 AAL 	 BLK 	 1.060304
 AAL 	 BLL 	 1.205172
 AAL 	 BMY 	 1.273596
 AAL 	 BRK.B 	 1.106124
 AAL 	 BSX 	 1.205694
 AAL 	 BWA 	 1.107324
 AAL 	 BXP 	 1.198416
 AAL 	 C 	 1.05239
 AAL 	 CA 	 1.135421
 AAL 	 CAG 	 1.292475
 AAL 	 CAH 	 1.188592
 AAL 	 CAT 	 1.195844
 AAL 	 CB 	 1.120687
 AAL 	 CBG 	 1.082898
 AAL 	 CBOE 	 1.305063
 AAL 	 CBS 	 1.167339
 AAL 	 CCI 	 1.232052
 AAL 	 CCL 	 1.015761
 AAL 	 CELG 	 1.270554
 AAL 	 CERN 	 1.196942
 AAL 	 CF 	 1.354433
 AAL 	 CHD 	 1.354955
 AAL 	 CHK 	 1.303325
 AAL 	 CHRW 	 1.193735
 AAL 	 CHTR 	 1.218843
 AAL 	 CI 	 1.195377
 AAL 	 CINF 	 1.152873
 AAL 	 CL 	 1.200551
 AAL 	 CLX 	 1.286155
 AAL 	 CMA 	 1.131309
 AAL 	 CMCSA 	 1.331284
 AAL 	 CME 	 1.212544
 AAL 	 CMG 	 1.289489
 AAL 	 CMI 	 1.126839
 AAL 	 CMS 	 1.356402
 AAL 	 CNC 	 1.320624
 AAL 	 CNP 	 1.294523
 AAL 	 COF 	 1.066667
 AAL 	 COG 	 1.30323
 AAL 	 COH 	 1.213557
 AAL 	 COL 	 1.122929
 AAL 	 COO 	 1.222031
 AAL 	 COP 	 1.2794
 AAL 	 COST 	 1.222819
 AAL 	 COTY 	 1.286528
 AAL 	 CPB 	 1.268811
 AAL 	 CRM 	 1.177887
 AAL 	 CSCO 	 1.158325
 AAL 	 CSX 	 1.208806
 AAL 	 CTAS 	 1.13547
 AAL 	 CTL 	 1.251143
 AAL 	 CTSH 	 1.168169
 AAL 	 CTXS 	 1.183023
 AAL 	 CVS 	 1.23675
 AAL 	 CVX 	 1.275027
 AAL 	 CXO 	 1.311413
 AAL 	 D 	 1.338084
 AAL 	 DAL 	 0.5729402
 AAL 	 DD 	 1.224603
 AAL 	 DE 	 1.227156
 AAL 	 DFS 	 1.087458
 AAL 	 DG 	 1.270574
 AAL 	 DGX 	 1.155792
 AAL 	 DHI 	 1.121674
 AAL 	 DHR 	 1.189585
 AAL 	 DIS 	 1.141792
 AAL 	 DISCA 	 1.292004
 AAL 	 DISCK 	 1.290074
 AAL 	 DISH 	 1.18486
 AAL 	 DLPH 	 1.095677
 AAL 	 DLR 	 1.292007
 AAL 	 DLTR 	 1.261752
 AAL 	 DOV 	 1.224967
 AAL 	 DOW 	 1.218886
 AAL 	 DPS 	 1.265415
 AAL 	 DRI 	 1.195196
 AAL 	 DTE 	 1.347742
 AAL 	 DUK 	 1.370932
 AAL 	 DVA 	 1.180462
 AAL 	 DVN 	 1.283409
 AAL 	 DXC 	 1.31906
 AAL 	 EA 	 1.222861
 AAL 	 EBAY 	 1.278642
 AAL 	 ECL 	 1.200357
 AAL 	 ED 	 1.406654
 AAL 	 EFX 	 1.131037
 AAL 	 EIX 	 1.347026
 AAL 	 EL 	 1.199341
 AAL 	 EMN 	 1.193334
 AAL 	 EMR 	 1.163488
 AAL 	 EOG 	 1.283458
 AAL 	 EQIX 	 1.19745
 AAL 	 EQR 	 1.287909
 AAL 	 EQT 	 1.271573
 AAL 	 ES 	 1.368451
 AAL 	 ESRX 	 1.178752
 AAL 	 ESS 	 1.287077
 AAL 	 ETFC 	 1.087031
 AAL 	 ETN 	 1.153446
 AAL 	 ETR 	 1.325362
 AAL 	 EVHC 	 1.340116
 AAL 	 EW 	 1.30172
 AAL 	 EXC 	 1.300143
 AAL 	 EXPD 	 1.130399
 AAL 	 EXPE 	 1.110577
 AAL 	 EXR 	 1.287927
 AAL 	 F 	 1.112254
 AAL 	 FAST 	 1.18405
 AAL 	 FB 	 1.186256
 AAL 	 FBHS 	 1.147654
 AAL 	 FCX 	 1.289647
 AAL 	 FDX 	 1.124662
 AAL 	 FE 	 1.315303
 AAL 	 FFIV 	 1.173645
 AAL 	 FIS 	 1.153917
 AAL 	 FISV 	 1.08223
 AAL 	 FITB 	 1.101146
 AAL 	 FL 	 1.215924
 AAL 	 FLIR 	 1.208868
 AAL 	 FLR 	 1.213177
 AAL 	 FLS 	 1.21393
 AAL 	 FMC 	 1.194676
 AAL 	 FOX 	 1.171237
 AAL 	 FOXA 	 1.181034
 AAL 	 FRT 	 1.257193
 AAL 	 FTI 	 1.288163
 AAL 	 GD 	 1.130635
 AAL 	 GE 	 1.176578
 AAL 	 GGP 	 1.250369
 AAL 	 GILD 	 1.19031
 AAL 	 GIS 	 1.237151
 AAL 	 GLW 	 1.165452
 AAL 	 GM 	 1.126864
 AAL 	 GOOG 	 1.176399
 AAL 	 GOOGL 	 1.174715
 AAL 	 GPC 	 1.151897
 AAL 	 GPN 	 1.266237
 AAL 	 GPS 	 1.277853
 AAL 	 GRMN 	 1.243534
 AAL 	 GS 	 1.06767
 AAL 	 GT 	 1.091613
 AAL 	 GWW 	 1.228019
 AAL 	 HAL 	 1.258898
 AAL 	 HAS 	 1.243159
 AAL 	 HBAN 	 1.116469
 AAL 	 HBI 	 1.346556
 AAL 	 HCA 	 1.200613
 AAL 	 HCN 	 1.326533
 AAL 	 HCP 	 1.329879
 AAL 	 HD 	 1.131985
 AAL 	 HES 	 1.292818
 AAL 	 HIG 	 1.131676
 AAL 	 HOG 	 1.185333
 AAL 	 HOLX 	 1.143988
 AAL 	 HON 	 1.108912
 AAL 	 HP 	 1.300309
 AAL 	 HPQ 	 1.281662
 AAL 	 HRB 	 1.198175
 AAL 	 HRL 	 1.39182
 AAL 	 HRS 	 1.16305
 AAL 	 HSIC 	 1.145828
 AAL 	 HST 	 1.080739
 AAL 	 HSY 	 1.299995
 AAL 	 HUM 	 1.257812
 AAL 	 IBM 	 1.224785
 AAL 	 ICE 	 1.384081
 AAL 	 IDXX 	 1.298657
 AAL 	 IFF 	 1.197753
 AAL 	 ILMN 	 1.1994
 AAL 	 INCY 	 1.207539
 AAL 	 INTC 	 1.120525
 AAL 	 INTU 	 1.14287
 AAL 	 IP 	 1.145055
 AAL 	 IPG 	 1.082537
 AAL 	 IR 	 1.096835
 AAL 	 IRM 	 1.22574
 AAL 	 ISRG 	 1.217975
 AAL 	 IT 	 1.1659
 AAL 	 ITW 	 1.105689
 AAL 	 IVZ 	 1.068403
 AAL 	 JBHT 	 1.114789
 AAL 	 JCI 	 1.233639
 AAL 	 JEC 	 1.174063
 AAL 	 JNJ 	 1.200923
 AAL 	 JNPR 	 1.237076
 AAL 	 JPM 	 1.083817
 AAL 	 JWN 	 1.238362
 AAL 	 K 	 1.257247
 AAL 	 KEY 	 1.107319
 AAL 	 KIM 	 1.24918
 AAL 	 KLAC 	 1.222085
 AAL 	 KMB 	 1.209345
 AAL 	 KMI 	 1.266651
 AAL 	 KMX 	 1.138582
 AAL 	 KO 	 1.253114
 AAL 	 KORS 	 1.285357
 AAL 	 KR 	 1.327255
 AAL 	 KSS 	 1.248054
 AAL 	 KSU 	 1.198597
 AAL 	 L 	 1.133764
 AAL 	 LB 	 1.219426
 AAL 	 LEG 	 1.110353
 AAL 	 LEN 	 1.101596
 AAL 	 LH 	 1.196913
 AAL 	 LKQ 	 1.153249
 AAL 	 LLL 	 1.223989
 AAL 	 LLY 	 1.234002
 AAL 	 LMT 	 1.193715
 AAL 	 LNC 	 1.07082
 AAL 	 LNT 	 1.376585
 AAL 	 LOW 	 1.130916
 AAL 	 LRCX 	 1.112666
 AAL 	 LUK 	 1.149697
 AAL 	 LUV 	 0.7174726
 AAL 	 LVLT 	 1.111469
 AAL 	 LYB 	 1.244676
 AAL 	 M 	 1.205008
 AAL 	 MA 	 1.095669
 AAL 	 MAA 	 1.302175
 AAL 	 MAC 	 1.262708
 AAL 	 MAR 	 1.02684
 AAL 	 MAS 	 1.112155
 AAL 	 MAT 	 1.310661
 AAL 	 MCD 	 1.205576
 AAL 	 MCHP 	 1.146551
 AAL 	 MCK 	 1.231422
 AAL 	 MCO 	 1.050193
 AAL 	 MDLZ 	 1.226975
 AAL 	 MDT 	 1.154902
 AAL 	 MET 	 1.108087
 AAL 	 MHK 	 1.094523
 AAL 	 MJN 	 1.273095
 AAL 	 MKC 	 1.260118
 AAL 	 MLM 	 1.194791
 AAL 	 MMC 	 1.097563
 AAL 	 MMM 	 1.143385
 AAL 	 MNK 	 1.2927
 AAL 	 MNST 	 1.364206
 AAL 	 MO 	 1.276125
 AAL 	 MON 	 1.218519
 AAL 	 MOS 	 1.234515
 AAL 	 MPC 	 1.257948
 AAL 	 MRK 	 1.193857
 AAL 	 MRO 	 1.293171
 AAL 	 MS 	 1.054486
 AAL 	 MSFT 	 1.145529
 AAL 	 MSI 	 1.179767
 AAL 	 MTB 	 1.116602
 AAL 	 MTD 	 1.130197
 AAL 	 MU 	 1.164691
 AAL 	 MUR 	 1.284883
 AAL 	 MYL 	 1.205679
 AAL 	 NAVI 	 1.159606
 AAL 	 NBL 	 1.290856
 AAL 	 NDAQ 	 1.18371
 AAL 	 NEE 	 1.341023
 AAL 	 NEM 	 1.435554
 AAL 	 NFLX 	 1.344492
 AAL 	 NFX 	 1.315726
 AAL 	 NI 	 1.393165
 AAL 	 NKE 	 1.308365
 AAL 	 NLSN 	 1.213331
 AAL 	 NOC 	 1.182679
 AAL 	 NOV 	 1.297583
 AAL 	 NRG 	 1.317465
 AAL 	 NSC 	 1.199532
 AAL 	 NTAP 	 1.189989
 AAL 	 NTRS 	 1.080541
 AAL 	 NUE 	 1.170512
 AAL 	 NVDA 	 1.200982
 AAL 	 NWL 	 1.163226
